Importance,Level,Job Zone,Code,Occupation,Skill
50,41,3,29-2099.05,Ophthalmic Medical Technologists,Complex_Problem_Solving
50,41,2,37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",Complex_Problem_Solving
50,41,3,47-2152.00,"Plumbers, Pipefitters, and Steamfitters",Complex_Problem_Solving
50,41,3,51-5111.00,Prepress Technicians and Workers,Complex_Problem_Solving
50,41,2,51-5113.00,Print Binding and Finishing Workers,Complex_Problem_Solving
50,41,2,51-5112.00,Printing Press Operators,Complex_Problem_Solving
50,41,3,49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",Complex_Problem_Solving
50,41,4,41-9021.00,Real Estate Brokers,Complex_Problem_Solving
50,41,2,33-9099.02,Retail Loss Prevention Specialists,Complex_Problem_Solving
50,41,2,53-5011.00,Sailors and Marine Oilers,Complex_Problem_Solving
50,41,2,47-2221.00,Structural Iron and Steel Workers,Complex_Problem_Solving
50,41,2,53-4041.00,Subway and Streetcar Operators,Complex_Problem_Solving
50,41,2,53-7121.00,"Tank Car, Truck, and Ship Loaders",Complex_Problem_Solving
50,41,3,41-3041.00,Travel Agents,Complex_Problem_Solving
50,41,2,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Complex_Problem_Solving
50,41,2,53-7073.00,Wellhead Pumpers,Complex_Problem_Solving
50,39,2,39-2011.00,Animal Trainers,Complex_Problem_Solving
50,39,4,13-2022.00,Appraisers of Personal and Business Property,Complex_Problem_Solving
50,39,1,53-7011.00,Conveyor Operators and Tenders,Complex_Problem_Solving
50,39,2,47-5023.00,"Earth Drillers, Except Oil and Gas",Complex_Problem_Solving
50,39,2,51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",Complex_Problem_Solving
50,39,2,51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",Complex_Problem_Solving
50,39,2,47-4051.00,Highway Maintenance Workers,Complex_Problem_Solving
50,39,2,43-4081.00,"Hotel, Motel, and Resort Desk Clerks",Complex_Problem_Solving
50,39,3,43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",Complex_Problem_Solving
50,39,3,31-9011.00,Massage Therapists,Complex_Problem_Solving
50,39,2,49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,Complex_Problem_Solving
50,39,3,51-4062.00,"Patternmakers, Metal and Plastic",Complex_Problem_Solving
50,39,2,53-1042.01,Recycling Coordinators,Complex_Problem_Solving
50,39,2,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",Complex_Problem_Solving
50,39,2,47-2044.00,Tile and Stone Setters,Complex_Problem_Solving
50,39,2,27-2023.00,"Umpires, Referees, and Other Sports Officials",Complex_Problem_Solving
50,37,2,35-3011.00,Bartenders,Complex_Problem_Solving
50,37,1,47-2051.00,Cement Masons and Concrete Finishers,Complex_Problem_Solving
50,37,2,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Complex_Problem_Solving
50,37,2,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",Complex_Problem_Solving
50,37,5,25-4022.00,Librarians and Media Collections Specialists,Complex_Problem_Solving
50,37,2,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",Complex_Problem_Solving
50,37,3,39-5091.00,"Makeup Artists, Theatrical and Performance",Complex_Problem_Solving
50,37,3,39-5094.00,Skincare Specialists,Complex_Problem_Solving
50,36,2,33-9031.00,Gambling Surveillance Officers and Gambling Investigators,Complex_Problem_Solving
50,36,2,49-9094.00,Locksmiths and Safe Repairers,Complex_Problem_Solving
50,34,2,41-9011.00,Demonstrators and Product Promoters,Complex_Problem_Solving
50,34,2,47-5043.00,"Roof Bolters, Mining",Complex_Problem_Solving
50,32,2,53-6031.00,Automotive and Watercraft Service Attendants,Complex_Problem_Solving
50,32,2,45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Complex_Problem_Solving
50,32,3,25-9043.00,"Teaching Assistants, Special Education",Complex_Problem_Solving
50,30,2,47-3012.00,Helpers--Carpenters,Complex_Problem_Solving
47,45,4,41-3021.00,Insurance Sales Agents,Complex_Problem_Solving
47,43,3,19-4012.00,Agricultural Technicians,Complex_Problem_Solving
47,43,2,49-3021.00,Automotive Body and Related Repairers,Complex_Problem_Solving
47,43,2,51-8099.01,Biofuels Processing Technicians,Complex_Problem_Solving
47,43,3,39-4011.00,Embalmers,Complex_Problem_Solving
47,43,3,43-6011.00,Executive Secretaries and Executive Administrative Assistants,Complex_Problem_Solving
47,43,1,47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,Complex_Problem_Solving
47,43,3,13-2082.00,Tax Preparers,Complex_Problem_Solving
47,41,2,33-9011.00,Animal Control Workers,Complex_Problem_Solving
47,41,2,43-3011.00,Bill and Account Collectors,Complex_Problem_Solving
47,41,3,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",Complex_Problem_Solving
47,41,3,43-4011.00,Brokerage Clerks,Complex_Problem_Solving
47,41,2,39-6012.00,Concierges,Complex_Problem_Solving
47,41,3,27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Complex_Problem_Solving
47,41,3,13-1032.00,"Insurance Appraisers, Auto Damage",Complex_Problem_Solving
47,41,3,43-6012.00,Legal Secretaries and Administrative Assistants,Complex_Problem_Solving
47,41,3,49-9043.00,"Maintenance Workers, Machinery",Complex_Problem_Solving
47,41,3,27-1026.00,Merchandise Displayers and Window Trimmers,Complex_Problem_Solving
47,41,2,41-2022.00,Parts Salespersons,Complex_Problem_Solving
47,41,2,53-7072.00,"Pump Operators, Except Wellhead Pumpers",Complex_Problem_Solving
47,41,3,25-3021.00,Self-Enrichment Teachers,Complex_Problem_Solving
47,41,2,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Complex_Problem_Solving
47,41,2,43-3071.00,Tellers,Complex_Problem_Solving
47,41,3,49-9064.00,Watch and Clock Repairers,Complex_Problem_Solving
47,39,2,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",Complex_Problem_Solving
47,39,2,53-6011.00,Bridge and Lock Tenders,Complex_Problem_Solving
47,39,2,51-7011.00,Cabinetmakers and Bench Carpenters,Complex_Problem_Solving
47,39,2,49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers",Complex_Problem_Solving
47,39,2,43-4021.00,Correspondence Clerks,Complex_Problem_Solving
47,39,2,51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Complex_Problem_Solving
47,39,2,51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",Complex_Problem_Solving
47,39,3,29-1292.00,Dental Hygienists,Complex_Problem_Solving
47,39,2,51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Complex_Problem_Solving
47,39,2,51-7021.00,Furniture Finishers,Complex_Problem_Solving
47,39,2,51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Complex_Problem_Solving
47,39,2,51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",Complex_Problem_Solving
47,39,2,45-4023.00,Log Graders and Scalers,Complex_Problem_Solving
47,39,2,47-2181.00,Roofers,Complex_Problem_Solving
47,39,2,47-4091.00,Segmental Pavers,Complex_Problem_Solving
47,39,4,25-3031.00,"Substitute Teachers, Short-Term",Complex_Problem_Solving
47,39,2,51-4194.00,"Tool Grinders, Filers, and Sharpeners",Complex_Problem_Solving
47,39,2,43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",Complex_Problem_Solving
47,37,2,27-2011.00,Actors,Complex_Problem_Solving
47,37,3,43-3021.00,Billing and Posting Clerks,Complex_Problem_Solving
47,37,2,51-9124.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",Complex_Problem_Solving
47,37,2,43-4031.00,"Court, Municipal, and License Clerks",Complex_Problem_Solving
47,37,2,53-2031.00,Flight Attendants,Complex_Problem_Solving
47,37,2,51-3092.00,Food Batchmakers,Complex_Problem_Solving
47,37,2,47-5081.00,Helpers--Extraction Workers,Complex_Problem_Solving
47,37,2,43-5041.00,"Meter Readers, Utilities",Complex_Problem_Solving
47,37,2,47-2073.00,Operating Engineers and Other Construction Equipment Operators,Complex_Problem_Solving
47,37,2,43-4151.00,Order Clerks,Complex_Problem_Solving
47,37,2,31-2022.00,Physical Therapist Aides,Complex_Problem_Solving
47,37,2,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Complex_Problem_Solving
47,37,2,47-2211.00,Sheet Metal Workers,Complex_Problem_Solving
47,37,2,51-2092.00,Team Assemblers,Complex_Problem_Solving
47,36,2,51-3021.00,Butchers and Meat Cutters,Complex_Problem_Solving
47,36,2,43-9021.00,Data Entry Keyers,Complex_Problem_Solving
47,36,2,45-4011.00,Forest and Conservation Workers,Complex_Problem_Solving
47,36,2,47-2121.00,Glaziers,Complex_Problem_Solving
47,36,2,43-9071.00,"Office Machine Operators, Except Computer",Complex_Problem_Solving
47,34,3,33-3011.00,Bailiffs,Complex_Problem_Solving
47,34,2,43-4071.00,File Clerks,Complex_Problem_Solving
47,34,2,51-3093.00,Food Cooking Machine Operators and Tenders,Complex_Problem_Solving
47,34,2,51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",Complex_Problem_Solving
47,34,2,31-1122.00,Personal Care Aides,Complex_Problem_Solving
47,34,2,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,Complex_Problem_Solving
47,34,2,47-4099.03,Weatherization Installers and Technicians,Complex_Problem_Solving
47,32,2,47-2021.00,Brickmasons and Blockmasons,Complex_Problem_Solving
47,32,3,53-7021.00,Crane and Tower Operators,Complex_Problem_Solving
47,32,2,51-2031.00,Engine and Other Machine Assemblers,Complex_Problem_Solving
47,32,2,41-2012.00,Gambling Change Persons and Booth Cashiers,Complex_Problem_Solving
47,32,2,47-3013.00,Helpers--Electricians,Complex_Problem_Solving
47,32,2,39-3021.00,Motion Picture Projectionists,Complex_Problem_Solving
47,32,2,43-5071.00,"Shipping, Receiving, and Inventory Clerks",Complex_Problem_Solving
47,32,2,31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,Complex_Problem_Solving
47,30,2,39-6011.00,Baggage Porters and Bellhops,Complex_Problem_Solving
47,30,2,43-4121.00,"Library Assistants, Clerical",Complex_Problem_Solving
47,30,1,45-4022.00,Logging Equipment Operators,Complex_Problem_Solving
44,43,4,27-3042.00,Technical Writers,Complex_Problem_Solving
44,41,3,51-7031.00,"Model Makers, Wood",Complex_Problem_Solving
44,41,2,53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",Complex_Problem_Solving
44,39,2,47-2041.00,Carpet Installers,Complex_Problem_Solving
44,39,3,27-1012.00,Craft Artists,Complex_Problem_Solving
44,39,2,13-1074.00,Farm Labor Contractors,Complex_Problem_Solving
44,39,2,51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",Complex_Problem_Solving
44,39,2,51-9141.00,Semiconductor Processing Technicians,Complex_Problem_Solving
44,39,2,51-2061.00,Timing Device Assemblers and Adjusters,Complex_Problem_Solving
44,39,2,33-9093.00,Transportation Security Screeners,Complex_Problem_Solving
44,37,2,47-2061.00,Construction Laborers,Complex_Problem_Solving
44,37,2,27-1023.00,Floral Designers,Complex_Problem_Solving
44,37,3,51-9071.06,Gem and Diamond Workers,Complex_Problem_Solving
44,37,2,51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",Complex_Problem_Solving
44,37,3,51-4061.00,"Model Makers, Metal and Plastic",Complex_Problem_Solving
44,37,3,43-4141.00,New Accounts Clerks,Complex_Problem_Solving
44,37,2,49-3043.00,Rail Car Repairers,Complex_Problem_Solving
44,37,2,43-4171.00,Receptionists and Information Clerks,Complex_Problem_Solving
44,37,2,51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",Complex_Problem_Solving
44,36,2,51-9191.00,Adhesive Bonding Machine Operators and Tenders,Complex_Problem_Solving
44,36,2,49-3022.00,Automotive Glass Installers and Repairers,Complex_Problem_Solving
44,36,2,53-7031.00,Dredge Operators,Complex_Problem_Solving
44,36,2,47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles",Complex_Problem_Solving
44,36,1,47-2043.00,Floor Sanders and Finishers,Complex_Problem_Solving
44,36,2,51-9022.00,"Grinding and Polishing Workers, Hand",Complex_Problem_Solving
44,36,2,31-9093.00,Medical Equipment Preparers,Complex_Problem_Solving
44,36,2,47-2142.00,Paperhangers,Complex_Problem_Solving
44,36,2,43-5051.00,Postal Service Clerks,Complex_Problem_Solving
44,36,2,41-2031.00,Retail Salespersons,Complex_Problem_Solving
44,36,1,47-5051.00,"Rock Splitters, Quarry",Complex_Problem_Solving
44,36,2,51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Complex_Problem_Solving
44,34,2,41-2021.00,Counter and Rental Clerks,Complex_Problem_Solving
44,34,2,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Complex_Problem_Solving
44,34,2,51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",Complex_Problem_Solving
44,34,2,33-3041.00,Parking Enforcement Workers,Complex_Problem_Solving
44,34,2,31-9095.00,Pharmacy Aides,Complex_Problem_Solving
44,34,2,47-2171.00,Reinforcing Iron and Rebar Workers,Complex_Problem_Solving
44,34,2,51-9195.03,"Stone Cutters and Carvers, Manufacturing",Complex_Problem_Solving
44,32,2,43-4041.00,"Credit Authorizers, Checkers, and Clerks",Complex_Problem_Solving
44,32,2,51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",Complex_Problem_Solving
44,32,2,47-2072.00,Pile Driver Operators,Complex_Problem_Solving
44,32,1,47-2161.00,Plasterers and Stucco Masons,Complex_Problem_Solving
44,32,2,49-3093.00,Tire Repairers and Changers,Complex_Problem_Solving
44,30,1,45-3031.00,Fishing and Hunting Workers,Complex_Problem_Solving
44,30,2,47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall",Complex_Problem_Solving
44,30,2,51-9111.00,Packaging and Filling Machine Operators and Tenders,Complex_Problem_Solving
44,30,1,51-6031.00,Sewing Machine Operators,Complex_Problem_Solving
41,39,3,39-9031.00,Exercise Trainers and Group Fitness Instructors,Complex_Problem_Solving
41,39,2,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",Complex_Problem_Solving
41,39,2,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Complex_Problem_Solving
41,37,2,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",Complex_Problem_Solving
41,37,2,47-3016.00,Helpers--Roofers,Complex_Problem_Solving
41,37,2,51-6052.00,"Tailors, Dressmakers, and Custom Sewers",Complex_Problem_Solving
41,36,2,47-2081.00,Drywall and Ceiling Tile Installers,Complex_Problem_Solving
41,36,2,51-2022.00,Electrical and Electronic Equipment Assemblers,Complex_Problem_Solving
41,36,1,45-4021.00,Fallers,Complex_Problem_Solving
41,36,2,47-4031.00,Fence Erectors,Complex_Problem_Solving
41,36,2,53-3032.00,Heavy and Tractor-Trailer Truck Drivers,Complex_Problem_Solving
41,36,3,51-9071.00,Jewelers and Precious Stone and Metal Workers,Complex_Problem_Solving
41,36,2,47-5044.00,"Loading and Moving Machine Operators, Underground Mining",Complex_Problem_Solving
41,36,3,31-9094.00,Medical Transcriptionists,Complex_Problem_Solving
41,36,2,51-9083.00,Ophthalmic Laboratory Technicians,Complex_Problem_Solving
41,36,2,47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",Complex_Problem_Solving
41,36,3,29-2034.00,Radiologic Technologists and Technicians,Complex_Problem_Solving
41,36,2,51-6042.00,Shoe Machine Operators and Tenders,Complex_Problem_Solving
41,36,2,43-2021.00,Telephone Operators,Complex_Problem_Solving
41,34,2,43-5021.00,Couriers and Messengers,Complex_Problem_Solving
41,34,2,47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",Complex_Problem_Solving
41,34,2,47-2132.00,"Insulation Workers, Mechanical",Complex_Problem_Solving
41,34,3,29-2057.00,Ophthalmic Medical Technicians,Complex_Problem_Solving
41,34,2,53-6061.00,Passenger Attendants,Complex_Problem_Solving
41,34,3,31-9097.00,Phlebotomists,Complex_Problem_Solving
41,34,2,33-9032.00,Security Guards,Complex_Problem_Solving
41,34,2,47-2053.00,Terrazzo Workers and Finishers,Complex_Problem_Solving
41,32,2,39-2021.00,Animal Caretakers,Complex_Problem_Solving
41,32,2,35-2015.00,"Cooks, Short Order",Complex_Problem_Solving
41,32,1,41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",Complex_Problem_Solving
41,32,2,51-9194.00,Etchers and Engravers,Complex_Problem_Solving
41,32,2,53-3033.00,Light Truck Drivers,Complex_Problem_Solving
41,32,3,31-1131.00,Nursing Assistants,Complex_Problem_Solving
41,32,2,43-9061.00,"Office Clerks, General",Complex_Problem_Solving
41,32,2,51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",Complex_Problem_Solving
41,32,2,51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",Complex_Problem_Solving
41,32,2,53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",Complex_Problem_Solving
41,30,2,51-4071.00,Foundry Mold and Coremakers,Complex_Problem_Solving
41,30,2,49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers",Complex_Problem_Solving
41,30,3,51-9195.05,"Potters, Manufacturing",Complex_Problem_Solving
41,30,2,49-9045.00,"Refractory Materials Repairers, Except Brickmasons",Complex_Problem_Solving
41,30,1,47-5071.00,"Roustabouts, Oil and Gas",Complex_Problem_Solving
41,30,1,51-6051.00,"Sewers, Hand",Complex_Problem_Solving
41,30,2,51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,Complex_Problem_Solving
41,29,2,47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Complex_Problem_Solving
41,29,2,35-3031.00,Waiters and Waitresses,Complex_Problem_Solving
38,36,2,51-4121.00,"Welders, Cutters, Solderers, and Brazers",Complex_Problem_Solving
38,34,1,45-2091.00,Agricultural Equipment Operators,Complex_Problem_Solving
38,32,2,39-3012.00,Gambling and Sports Book Writers and Runners,Complex_Problem_Solving
38,30,2,51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",Complex_Problem_Solving
38,30,1,51-9031.00,"Cutters and Trimmers, Hand",Complex_Problem_Solving
38,30,3,27-2031.00,Dancers,Complex_Problem_Solving
38,30,2,51-2023.00,Electromechanical Equipment Assemblers,Complex_Problem_Solving
38,30,2,51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",Complex_Problem_Solving
38,30,2,53-6021.00,Parking Attendants,Complex_Problem_Solving
38,30,2,51-4052.00,"Pourers and Casters, Metal",Complex_Problem_Solving
38,30,2,43-2011.00,"Switchboard Operators, Including Answering Service",Complex_Problem_Solving
38,30,2,51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",Complex_Problem_Solving
38,30,2,39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",Complex_Problem_Solving
38,29,3,25-4031.00,Library Technicians,Complex_Problem_Solving
38,29,2,43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",Complex_Problem_Solving
38,29,2,51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",Complex_Problem_Solving
35,37,2,53-3051.00,"Bus Drivers, School",Complex_Problem_Solving
35,37,2,51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Complex_Problem_Solving
35,37,4,27-2042.00,Musicians and Singers,Complex_Problem_Solving
35,36,1,45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",Complex_Problem_Solving
35,34,4,43-9081.00,Proofreaders and Copy Markers,Complex_Problem_Solving
35,34,2,53-7062.04,Recycling and Reclamation Workers,Complex_Problem_Solving
35,34,2,53-3053.00,Shuttle Drivers and Chauffeurs,Complex_Problem_Solving
35,32,1,35-3023.01,Baristas,Complex_Problem_Solving
35,32,1,51-6011.00,Laundry and Dry-Cleaning Workers,Complex_Problem_Solving
35,30,1,47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",Complex_Problem_Solving
35,30,1,51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",Complex_Problem_Solving
35,30,2,53-7081.00,Refuse and Recyclable Material Collectors,Complex_Problem_Solving
35,30,2,51-6041.00,Shoe and Leather Workers and Repairers,Complex_Problem_Solving
35,29,2,35-2014.00,"Cooks, Restaurant",Complex_Problem_Solving
35,29,1,47-2151.00,Pipelayers,Complex_Problem_Solving
35,29,2,41-9041.00,Telemarketers,Complex_Problem_Solving
35,27,2,51-2021.00,"Coil Winders, Tapers, and Finishers",Complex_Problem_Solving
35,27,2,33-9091.00,Crossing Guards and Flaggers,Complex_Problem_Solving
35,23,2,53-3052.00,"Bus Drivers, Transit and Intercity",Complex_Problem_Solving
31,34,2,39-3092.00,Costume Attendants,Complex_Problem_Solving
31,32,2,43-3041.00,Gambling Cage Workers,Complex_Problem_Solving
31,32,2,53-7065.00,Stockers and Order Fillers,Complex_Problem_Solving
31,30,3,39-5011.00,Barbers,Complex_Problem_Solving
31,30,3,37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Complex_Problem_Solving
31,30,1,37-3011.00,Landscaping and Groundskeeping Workers,Complex_Problem_Solving
31,30,2,43-5052.00,Postal Service Mail Carriers,Complex_Problem_Solving
31,29,2,51-3011.00,Bakers,Complex_Problem_Solving
31,29,2,39-4021.00,Funeral Attendants,Complex_Problem_Solving
31,29,2,39-3011.00,Gambling Dealers,Complex_Problem_Solving
31,29,2,51-9198.00,Helpers--Production Workers,Complex_Problem_Solving
31,29,2,53-7051.00,Industrial Truck and Tractor Operators,Complex_Problem_Solving
31,29,2,39-5092.00,Manicurists and Pedicurists,Complex_Problem_Solving
31,29,2,51-9197.00,Tire Builders,Complex_Problem_Solving
31,27,2,43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",Complex_Problem_Solving
31,25,1,51-6021.00,"Pressers, Textile, Garment, and Related Materials",Complex_Problem_Solving
31,23,2,31-1132.00,Orderlies,Complex_Problem_Solving
28,32,2,47-2082.00,Tapers,Complex_Problem_Solving
28,30,1,39-3091.00,Amusement and Recreation Attendants,Complex_Problem_Solving
28,30,2,35-3041.00,"Food Servers, Nonrestaurant",Complex_Problem_Solving
28,30,1,37-2012.00,Maids and Housekeeping Cleaners,Complex_Problem_Solving
28,30,2,51-2041.00,Structural Metal Fabricators and Fitters,Complex_Problem_Solving
28,30,3,39-7011.00,Tour Guides and Escorts,Complex_Problem_Solving
28,29,3,27-3092.00,Court Reporters and Simultaneous Captioners,Complex_Problem_Solving
28,29,1,51-9123.00,"Painting, Coating, and Decorating Workers",Complex_Problem_Solving
28,27,2,39-5093.00,Shampooers,Complex_Problem_Solving
28,23,2,53-7061.00,Cleaners of Vehicles and Equipment,Complex_Problem_Solving
28,23,1,45-2041.00,"Graders and Sorters, Agricultural Products",Complex_Problem_Solving
25,30,1,35-2011.00,"Cooks, Fast Food",Complex_Problem_Solving
25,30,2,53-7063.00,Machine Feeders and Offbearers,Complex_Problem_Solving
25,29,2,41-2011.00,Cashiers,Complex_Problem_Solving
25,29,1,35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,Complex_Problem_Solving
25,29,2,35-2021.00,Food Preparation Workers,Complex_Problem_Solving
25,29,2,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",Complex_Problem_Solving
25,29,2,39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",Complex_Problem_Solving
25,29,2,43-9022.00,Word Processors and Typists,Complex_Problem_Solving
25,25,2,53-7064.00,"Packers and Packagers, Hand",Complex_Problem_Solving
22,25,1,35-9021.00,Dishwashers,Complex_Problem_Solving
22,25,2,41-9012.00,Models,Complex_Problem_Solving
22,25,2,47-2141.00,"Painters, Construction and Maintenance",Complex_Problem_Solving
22,25,2,51-3023.00,Slaughterers and Meat Packers,Complex_Problem_Solving
22,23,1,35-3023.00,Fast Food and Counter Workers,Complex_Problem_Solving
22,23,1,35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Complex_Problem_Solving
81,70,5,11-1011.00,Chief Executives,Coordination
78,59,3,35-1011.00,Chefs and Head Cooks,Coordination
78,57,4,11-3121.00,Human Resources Managers,Coordination
75,71,4,11-9161.00,Emergency Management Directors,Coordination
75,64,4,11-9021.00,Construction Managers,Coordination
75,64,5,11-9032.00,"Education Administrators, Kindergarten through Secondary",Coordination
75,64,5,29-1229.05,Preventive Medicine Physicians,Coordination
75,61,4,27-2012.03,Media Programming Directors,Coordination
75,59,4,11-9199.11,Brownfield Redevelopment Specialists and Site Managers,Coordination
75,59,5,29-1214.00,Emergency Medicine Physicians,Coordination
75,59,4,15-1299.09,Information Technology Project Managers,Coordination
75,57,4,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",Coordination
75,57,3,33-1011.00,First-Line Supervisors of Correctional Officers,Coordination
75,57,5,21-1022.00,Healthcare Social Workers,Coordination
75,57,4,11-3051.00,Industrial Production Managers,Coordination
75,57,3,29-2061.00,Licensed Practical and Licensed Vocational Nurses,Coordination
75,57,4,27-2012.05,Media Technical Directors/Managers,Coordination
75,57,4,39-9032.00,Recreation Workers,Coordination
75,57,4,29-1141.00,Registered Nurses,Coordination
75,57,3,11-9179.02,Spa Managers,Coordination
75,57,4,11-3071.04,Supply Chain Managers,Coordination
75,55,4,29-1141.01,Acute Care Nurses,Coordination
75,55,3,53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,Coordination
75,55,4,29-1125.00,Recreational Therapists,Coordination
75,54,3,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Coordination
75,50,2,11-9131.00,Postmasters and Mail Superintendents,Coordination
72,64,4,27-2012.00,Producers and Directors,Coordination
72,61,4,13-1081.00,Logisticians,Coordination
72,59,4,11-9121.01,Clinical Research Coordinators,Coordination
72,59,4,27-2022.00,Coaches and Scouts,Coordination
72,59,4,11-9111.00,Medical and Health Services Managers,Coordination
72,59,4,11-3013.01,Security Managers,Coordination
72,57,3,53-2021.00,Air Traffic Controllers,Coordination
72,57,3,27-2032.00,Choreographers,Coordination
72,57,5,29-1141.04,Clinical Nurse Specialists,Coordination
72,57,4,29-1141.03,Critical Care Nurses,Coordination
72,57,2,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Coordination
72,57,4,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Coordination
72,57,2,33-1012.00,First-Line Supervisors of Police and Detectives,Coordination
72,57,4,11-1021.00,General and Operations Managers,Coordination
72,57,5,29-1229.02,Hospitalists,Coordination
72,57,4,13-1111.00,Management Analysts,Coordination
72,57,4,13-1121.00,"Meeting, Convention, and Event Planners",Coordination
72,57,5,21-1023.00,Mental Health and Substance Abuse Social Workers,Coordination
72,57,4,27-3031.00,Public Relations Specialists,Coordination
72,57,4,11-9151.00,Social and Community Service Managers,Coordination
72,55,3,47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,Coordination
72,55,2,11-9051.00,Food Service Managers,Coordination
72,55,5,25-9031.00,Instructional Coordinators,Coordination
72,55,5,29-1218.00,Obstetricians and Gynecologists,Coordination
