Importance,Level,Job Zone,Code,Occupation,Skill,Importance_norm,Level_norm,SkillDemand,Collated_Score
72.0,59.0,4,11-3013.01,Security Managers,coordination,0.72,0.686046511627907,0.7064186046511628,92.15
72.0,57.0,3,53-2021.00,Air Traffic Controllers,coordination,0.72,0.6627906976744186,0.6971162790697674,92.15
72.0,57.0,3,27-2032.00,Choreographers,coordination,0.72,0.6627906976744186,0.6971162790697674,92.15
72.0,57.0,5,29-1141.04,Clinical Nurse Specialists,coordination,0.72,0.6627906976744186,0.6971162790697674,92.15
72.0,57.0,4,29-1141.03,Critical Care Nurses,coordination,0.72,0.6627906976744186,0.6971162790697674,92.15
72.0,57.0,2,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,coordination,0.72,0.6627906976744186,0.6971162790697674,92.15
72.0,57.0,4,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,coordination,0.72,0.6627906976744186,0.6971162790697674,92.15
72.0,57.0,2,33-1012.00,First-Line Supervisors of Police and Detectives,coordination,0.72,0.6627906976744186,0.6971162790697674,92.15
72.0,57.0,4,11-1021.00,General and Operations Managers,coordination,0.72,0.6627906976744186,0.6971162790697674,92.15
72.0,57.0,5,29-1229.02,Hospitalists,coordination,0.72,0.6627906976744186,0.6971162790697674,92.15
72.0,57.0,4,13-1111.00,Management Analysts,coordination,0.72,0.6627906976744186,0.6971162790697674,92.15
72.0,57.0,4,13-1121.00,"Meeting, Convention, and Event Planners",coordination,0.72,0.6627906976744186,0.6971162790697674,92.15
72.0,57.0,5,21-1023.00,Mental Health and Substance Abuse Social Workers,coordination,0.72,0.6627906976744186,0.6971162790697674,92.15
72.0,57.0,4,27-3031.00,Public Relations Specialists,coordination,0.72,0.6627906976744186,0.6971162790697674,92.15
72.0,57.0,4,11-9151.00,Social and Community Service Managers,coordination,0.72,0.6627906976744186,0.6971162790697674,92.15
72.0,55.0,3,47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,coordination,0.72,0.6395348837209303,0.687813953488372,92.15
72.0,55.0,2,11-9051.00,Food Service Managers,coordination,0.72,0.6395348837209303,0.687813953488372,92.15
72.0,55.0,5,25-9031.00,Instructional Coordinators,coordination,0.72,0.6395348837209303,0.687813953488372,92.15
72.0,55.0,5,29-1218.00,Obstetricians and Gynecologists,coordination,0.72,0.6395348837209303,0.687813953488372,92.15
72.0,55.0,5,29-1023.00,Orthodontists,coordination,0.72,0.6395348837209303,0.687813953488372,92.15
72.0,55.0,5,29-1223.00,Psychiatrists,coordination,0.72,0.6395348837209303,0.687813953488372,92.15
72.0,55.0,4,25-2057.00,"Special Education Teachers, Middle School",coordination,0.72,0.6395348837209303,0.687813953488372,92.15
72.0,55.0,4,25-2058.00,"Special Education Teachers, Secondary School",coordination,0.72,0.6395348837209303,0.687813953488372,92.15
72.0,54.0,4,25-2021.00,"Elementary School Teachers, Except Special Education",coordination,0.72,0.627906976744186,0.6831627906976745,92.15
72.0,54.0,4,11-9081.00,Lodging Managers,coordination,0.72,0.627906976744186,0.6831627906976745,92.15
72.0,54.0,5,29-1161.00,Nurse Midwives,coordination,0.72,0.627906976744186,0.6831627906976745,92.15
72.0,54.0,4,11-3131.00,Training and Development Managers,coordination,0.72,0.627906976744186,0.6831627906976745,92.15
72.0,52.0,2,43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",coordination,0.72,0.6046511627906976,0.6738604651162791,92.15
72.0,50.0,4,25-2032.00,"Career/Technical Education Teachers, Secondary School",coordination,0.72,0.5813953488372093,0.6645581395348837,92.15
72.0,48.0,4,25-2012.00,"Kindergarten Teachers, Except Special Education",coordination,0.72,0.5581395348837209,0.6552558139534883,92.15
72.0,48.0,3,29-2099.08,Patient Representatives,coordination,0.72,0.5581395348837209,0.6552558139534883,92.15
72.0,46.0,3,29-2053.00,Psychiatric Technicians,coordination,0.72,0.5348837209302325,0.645953488372093,92.15
69.0,59.0,5,11-9041.00,Architectural and Engineering Managers,coordination,0.6900000000000001,0.686046511627907,0.6884186046511629,92.15
69.0,59.0,5,19-1041.00,Epidemiologists,coordination,0.6900000000000001,0.686046511627907,0.6884186046511629,92.15
69.0,59.0,2,11-9071.00,Gambling Managers,coordination,0.6900000000000001,0.686046511627907,0.6884186046511629,92.15
69.0,57.0,3,53-2022.00,Airfield Operations Specialists,coordination,0.6900000000000001,0.6627906976744186,0.6791162790697675,92.15
69.0,57.0,4,11-3051.04,Biomass Power Plant Managers,coordination,0.6900000000000001,0.6627906976744186,0.6791162790697675,92.15
69.0,57.0,4,13-1199.04,Business Continuity Planners,coordination,0.6900000000000001,0.6627906976744186,0.6791162790697675,92.15
69.0,57.0,5,29-1021.00,"Dentists, General",coordination,0.6900000000000001,0.6627906976744186,0.6791162790697675,92.15
69.0,57.0,5,19-3032.00,Industrial-Organizational Psychologists,coordination,0.6900000000000001,0.6627906976744186,0.6791162790697675,92.15
69.0,57.0,3,39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",coordination,0.6900000000000001,0.6627906976744186,0.6791162790697675,92.15
69.0,57.0,5,25-1072.00,"Nursing Instructors and Teachers, Postsecondary",coordination,0.6900000000000001,0.6627906976744186,0.6791162790697675,92.15
69.0,57.0,5,29-1241.00,"Ophthalmologists, Except Pediatric",coordination,0.6900000000000001,0.6627906976744186,0.6791162790697675,92.15
69.0,57.0,5,29-1229.04,Physical Medicine and Rehabilitation Physicians,coordination,0.6900000000000001,0.6627906976744186,0.6791162790697675,92.15
69.0,57.0,4,11-2022.00,Sales Managers,coordination,0.6900000000000001,0.6627906976744186,0.6791162790697675,92.15
69.0,55.0,5,29-1141.02,Advanced Practice Psychiatric Nurses,coordination,0.6900000000000001,0.6395348837209303,0.6698139534883721,92.15
69.0,55.0,5,11-1011.03,Chief Sustainability Officers,coordination,0.6900000000000001,0.6395348837209303,0.6698139534883721,92.15
69.0,55.0,4,21-1021.00,"Child, Family, and School Social Workers",coordination,0.6900000000000001,0.6395348837209303,0.6698139534883721,92.15
69.0,55.0,4,11-3021.00,Computer and Information Systems Managers,coordination,0.6900000000000001,0.6395348837209303,0.6698139534883721,92.15
69.0,55.0,5,29-1031.00,Dietitians and Nutritionists,coordination,0.6900000000000001,0.6395348837209303,0.6698139534883721,92.15
69.0,55.0,4,21-2021.00,"Directors, Religious Activities and Education",coordination,0.6900000000000001,0.6395348837209303,0.6698139534883721,92.15
69.0,55.0,4,11-9072.00,"Entertainment and Recreation Managers, Except Gambling",coordination,0.6900000000000001,0.6395348837209303,0.6698139534883721,92.15
69.0,55.0,4,17-2081.00,Environmental Engineers,coordination,0.6900000000000001,0.6395348837209303,0.6698139534883721,92.15
69.0,55.0,5,25-9021.00,Farm and Home Management Educators,coordination,0.6900000000000001,0.6395348837209303,0.6698139534883721,92.15
69.0,55.0,3,51-1011.00,First-Line Supervisors of Production and Operating Workers,coordination,0.6900000000000001,0.6395348837209303,0.6698139534883721,92.15
69.0,55.0,4,13-1131.00,Fundraisers,coordination,0.6900000000000001,0.6395348837209303,0.6698139534883721,92.15
69.0,55.0,5,29-1171.00,Nurse Practitioners,coordination,0.6900000000000001,0.6395348837209303,0.6698139534883721,92.15
69.0,55.0,5,29-1122.00,Occupational Therapists,coordination,0.6900000000000001,0.6395348837209303,0.6698139534883721,92.15
69.0,55.0,4,11-3061.00,Purchasing Managers,coordination,0.6900000000000001,0.6395348837209303,0.6698139534883721,92.15
69.0,55.0,4,11-3051.01,Quality Control Systems Managers,coordination,0.6900000000000001,0.6395348837209303,0.6698139534883721,92.15
69.0,55.0,2,53-4031.00,Railroad Conductors and Yardmasters,coordination,0.6900000000000001,0.6395348837209303,0.6698139534883721,92.15
69.0,55.0,4,13-1199.07,Security Management Specialists,coordination,0.6900000000000001,0.6395348837209303,0.6698139534883721,92.15
69.0,55.0,4,13-1151.00,Training and Development Specialists,coordination,0.6900000000000001,0.6395348837209303,0.6698139534883721,92.15
69.0,55.0,4,11-3071.00,"Transportation, Storage, and Distribution Managers",coordination,0.6900000000000001,0.6395348837209303,0.6698139534883721,92.15
69.0,54.0,4,13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",coordination,0.6900000000000001,0.627906976744186,0.6651627906976745,92.15
69.0,54.0,5,21-2011.00,Clergy,coordination,0.6900000000000001,0.627906976744186,0.6651627906976745,92.15
69.0,54.0,4,11-9199.02,Compliance Managers,coordination,0.6900000000000001,0.627906976744186,0.6651627906976745,92.15
69.0,54.0,3,27-1022.00,Fashion Designers,coordination,0.6900000000000001,0.627906976744186,0.6651627906976745,92.15
69.0,54.0,3,45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",coordination,0.6900000000000001,0.627906976744186,0.6651627906976745,92.15
69.0,54.0,2,53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",coordination,0.6900000000000001,0.627906976744186,0.6651627906976745,92.15
69.0,54.0,3,37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",coordination,0.6900000000000001,0.627906976744186,0.6651627906976745,92.15
69.0,54.0,3,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",coordination,0.6900000000000001,0.627906976744186,0.6651627906976745,92.15
69.0,54.0,3,33-2022.00,Forest Fire Inspectors and Prevention Specialists,coordination,0.6900000000000001,0.627906976744186,0.6651627906976745,92.15
69.0,54.0,4,11-2033.00,Fundraising Managers,coordination,0.6900000000000001,0.627906976744186,0.6651627906976745,92.15
69.0,54.0,4,27-1025.00,Interior Designers,coordination,0.6900000000000001,0.627906976744186,0.6651627906976745,92.15
69.0,54.0,4,17-1012.00,Landscape Architects,coordination,0.6900000000000001,0.627906976744186,0.6651627906976745,92.15
69.0,54.0,4,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",coordination,0.6900000000000001,0.627906976744186,0.6651627906976745,92.15
69.0,54.0,5,29-1217.00,Neurologists,coordination,0.6900000000000001,0.627906976744186,0.6651627906976745,92.15
69.0,54.0,2,43-5031.00,Public Safety Telecommunicators,coordination,0.6900000000000001,0.627906976744186,0.6651627906976745,92.15
69.0,54.0,3,47-1011.03,Solar Energy Installation Managers,coordination,0.6900000000000001,0.627906976744186,0.6651627906976745,92.15
69.0,52.0,3,11-3012.00,Administrative Services Managers,coordination,0.6900000000000001,0.6046511627906976,0.6558604651162792,92.15
69.0,52.0,3,39-1022.00,First-Line Supervisors of Personal Service Workers,coordination,0.6900000000000001,0.6046511627906976,0.6558604651162792,92.15
69.0,52.0,4,11-9179.01,Fitness and Wellness Coordinators,coordination,0.6900000000000001,0.6046511627906976,0.6558604651162792,92.15
69.0,52.0,3,11-3051.02,Geothermal Production Managers,coordination,0.6900000000000001,0.6046511627906976,0.6558604651162792,92.15
69.0,52.0,3,25-2011.00,"Preschool Teachers, Except Special Education",coordination,0.6900000000000001,0.6046511627906976,0.6558604651162792,92.15
69.0,52.0,3,41-9022.00,Real Estate Sales Agents,coordination,0.6900000000000001,0.6046511627906976,0.6558604651162792,92.15
69.0,52.0,2,39-7012.00,Travel Guides,coordination,0.6900000000000001,0.6046511627906976,0.6558604651162792,92.15
69.0,50.0,3,13-1041.06,Coroners,coordination,0.6900000000000001,0.5813953488372093,0.6465581395348838,92.15
69.0,48.0,2,43-5011.01,Freight Forwarders,coordination,0.6900000000000001,0.5581395348837209,0.6372558139534884,92.15
69.0,48.0,3,39-9041.00,Residential Advisors,coordination,0.6900000000000001,0.5581395348837209,0.6372558139534884,92.15
69.0,48.0,4,21-1093.00,Social and Human Service Assistants,coordination,0.6900000000000001,0.5581395348837209,0.6372558139534884,92.15
69.0,46.0,4,19-1023.00,Zoologists and Wildlife Biologists,coordination,0.6900000000000001,0.5348837209302325,0.6279534883720931,92.15
69.0,43.0,4,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",coordination,0.6900000000000001,0.5,0.6140000000000001,92.15
66.0,57.0,4,11-3051.03,Biofuels Production Managers,coordination,0.66,0.6627906976744186,0.6611162790697674,92.15
66.0,57.0,5,11-9033.00,"Education Administrators, Postsecondary",coordination,0.66,0.6627906976744186,0.6611162790697674,92.15
66.0,55.0,4,27-1011.00,Art Directors,coordination,0.66,0.6395348837209303,0.6518139534883721,92.15
66.0,55.0,2,33-1091.00,First-Line Supervisors of Security Workers,coordination,0.66,0.6395348837209303,0.6518139534883721,92.15
66.0,55.0,2,47-2181.00,Roofers,coordination,0.66,0.6395348837209303,0.6518139534883721,92.15
66.0,55.0,5,29-1229.06,Sports Medicine Physicians,coordination,0.66,0.6395348837209303,0.6518139534883721,92.15
66.0,55.0,4,11-9199.10,Wind Energy Development Managers,coordination,0.66,0.6395348837209303,0.6518139534883721,92.15
66.0,55.0,3,11-9199.09,Wind Energy Operations Managers,coordination,0.66,0.6395348837209303,0.6518139534883721,92.15
66.0,54.0,4,53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",coordination,0.66,0.627906976744186,0.6471627906976745,92.15
66.0,54.0,2,27-2021.00,Athletes and Sports Competitors,coordination,0.66,0.627906976744186,0.6471627906976745,92.15
66.0,54.0,5,21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",coordination,0.66,0.627906976744186,0.6471627906976745,92.15
66.0,54.0,3,11-3013.00,Facilities Managers,coordination,0.66,0.627906976744186,0.6471627906976745,92.15
66.0,54.0,4,11-3031.00,Financial Managers,coordination,0.66,0.627906976744186,0.6471627906976745,92.15
66.0,54.0,3,33-2011.00,Firefighters,coordination,0.66,0.627906976744186,0.6471627906976745,92.15
66.0,54.0,3,33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,coordination,0.66,0.627906976744186,0.6471627906976745,92.15
66.0,54.0,5,29-9099.01,Midwives,coordination,0.66,0.627906976744186,0.6471627906976745,92.15
66.0,54.0,4,17-2161.00,Nuclear Engineers,coordination,0.66,0.627906976744186,0.6471627906976745,92.15
66.0,54.0,4,17-2171.00,Petroleum Engineers,coordination,0.66,0.627906976744186,0.6471627906976745,92.15
66.0,54.0,4,11-9141.00,"Property, Real Estate, and Community Association Managers",coordination,0.66,0.627906976744186,0.6471627906976745,92.15
66.0,54.0,4,21-1015.00,Rehabilitation Counselors,coordination,0.66,0.627906976744186,0.6471627906976745,92.15
66.0,54.0,4,17-2051.01,Transportation Engineers,coordination,0.66,0.627906976744186,0.6471627906976745,92.15
66.0,54.0,4,19-3099.01,Transportation Planners,coordination,0.66,0.627906976744186,0.6471627906976745,92.15
66.0,52.0,4,21-1094.00,Community Health Workers,coordination,0.66,0.6046511627906976,0.6378604651162791,92.15
66.0,52.0,4,13-2061.00,Financial Examiners,coordination,0.66,0.6046511627906976,0.6378604651162791,92.15
66.0,52.0,4,13-2099.04,"Fraud Examiners, Investigators and Analysts",coordination,0.66,0.6046511627906976,0.6378604651162791,92.15
66.0,52.0,4,11-9199.08,Loss Prevention Managers,coordination,0.66,0.6046511627906976,0.6378604651162791,92.15
66.0,52.0,3,33-3051.00,Police and Sheriff's Patrol Officers,coordination,0.66,0.6046511627906976,0.6378604651162791,92.15
66.0,52.0,5,19-3034.00,School Psychologists,coordination,0.66,0.6046511627906976,0.6378604651162791,92.15
66.0,50.0,4,19-2041.00,"Environmental Scientists and Specialists, Including Health",coordination,0.66,0.5813953488372093,0.6285581395348838,92.15
66.0,50.0,5,29-1022.00,Oral and Maxillofacial Surgeons,coordination,0.66,0.5813953488372093,0.6285581395348838,92.15
66.0,48.0,4,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",coordination,0.66,0.5581395348837209,0.6192558139534884,92.15
66.0,48.0,2,47-2221.00,Structural Iron and Steel Workers,coordination,0.66,0.5581395348837209,0.6192558139534884,92.15
66.0,46.0,2,53-2031.00,Flight Attendants,coordination,0.66,0.5348837209302325,0.6099534883720931,92.15
66.0,46.0,4,21-1091.00,Health Education Specialists,coordination,0.66,0.5348837209302325,0.6099534883720931,92.15
66.0,46.0,2,53-1042.01,Recycling Coordinators,coordination,0.66,0.5348837209302325,0.6099534883720931,92.15
63.0,59.0,4,11-2011.00,Advertising and Promotions Managers,coordination,0.63,0.686046511627907,0.6524186046511629,92.15
63.0,57.0,5,17-1011.00,"Architects, Except Landscape and Naval",coordination,0.63,0.6627906976744186,0.6431162790697674,92.15
63.0,57.0,5,19-3039.03,Clinical Neuropsychologists,coordination,0.63,0.6627906976744186,0.6431162790697674,92.15
63.0,55.0,5,25-2059.01,Adapted Physical Education Specialists,coordination,0.63,0.6395348837209303,0.6338139534883721,92.15
63.0,55.0,4,19-1032.00,Foresters,coordination,0.63,0.6395348837209303,0.6338139534883721,92.15
63.0,55.0,5,21-1011.00,Substance Abuse and Behavioral Disorder Counselors,coordination,0.63,0.6395348837209303,0.6338139534883721,92.15
63.0,54.0,4,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",coordination,0.63,0.627906976744186,0.6291627906976744,92.15
63.0,54.0,5,15-1211.01,Health Informatics Specialists,coordination,0.63,0.627906976744186,0.6291627906976744,92.15
63.0,54.0,3,11-3051.06,Hydroelectric Production Managers,coordination,0.63,0.627906976744186,0.6291627906976744,92.15
63.0,54.0,4,11-2021.00,Marketing Managers,coordination,0.63,0.627906976744186,0.6291627906976744,92.15
63.0,54.0,4,17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",coordination,0.63,0.627906976744186,0.6291627906976744,92.15
63.0,54.0,5,25-1113.00,"Social Work Teachers, Postsecondary",coordination,0.63,0.627906976744186,0.6291627906976744,92.15
63.0,52.0,4,17-2141.02,Automotive Engineers,coordination,0.63,0.6046511627906976,0.6198604651162791,92.15
63.0,52.0,4,15-1241.00,Computer Network Architects,coordination,0.63,0.6046511627906976,0.6198604651162791,92.15
63.0,52.0,2,41-1011.00,First-Line Supervisors of Retail Sales Workers,coordination,0.63,0.6046511627906976,0.6198604651162791,92.15
63.0,52.0,2,49-9095.00,Manufactured Building and Mobile Home Installers,coordination,0.63,0.6046511627906976,0.6198604651162791,92.15
63.0,52.0,4,19-1031.02,Range Managers,coordination,0.63,0.6046511627906976,0.6198604651162791,92.15
63.0,52.0,4,17-1022.00,Surveyors,coordination,0.63,0.6046511627906976,0.6198604651162791,92.15
63.0,50.0,2,53-1041.00,Aircraft Cargo Handling Supervisors,coordination,0.63,0.5813953488372093,0.6105581395348838,92.15
63.0,50.0,2,33-3012.00,Correctional Officers and Jailers,coordination,0.63,0.5813953488372093,0.6105581395348838,92.15
63.0,50.0,5,21-1013.00,Marriage and Family Therapists,coordination,0.63,0.5813953488372093,0.6105581395348838,92.15
63.0,50.0,4,11-9199.01,Regulatory Affairs Managers,coordination,0.63,0.5813953488372093,0.6105581395348838,92.15
63.0,50.0,5,27-1027.00,Set and Exhibit Designers,coordination,0.63,0.5813953488372093,0.6105581395348838,92.15
63.0,48.0,3,33-3021.00,Detectives and Criminal Investigators,coordination,0.63,0.5581395348837209,0.6012558139534884,92.15
63.0,48.0,5,23-1011.00,Lawyers,coordination,0.63,0.5581395348837209,0.6012558139534884,92.15
63.0,46.0,5,25-1041.00,"Agricultural Sciences Teachers, Postsecondary",coordination,0.63,0.5348837209302325,0.591953488372093,92.15
63.0,45.0,5,19-3033.00,Clinical and Counseling Psychologists,coordination,0.63,0.5232558139534884,0.5873023255813954,92.15
63.0,45.0,3,31-9092.00,Medical Assistants,coordination,0.63,0.5232558139534884,0.5873023255813954,92.15
63.0,45.0,2,39-9011.01,Nannies,coordination,0.63,0.5232558139534884,0.5873023255813954,92.15
63.0,45.0,3,25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",coordination,0.63,0.5232558139534884,0.5873023255813954,92.15
63.0,43.0,2,39-6012.00,Concierges,coordination,0.63,0.5,0.5780000000000001,92.15
60.0,57.0,5,11-9121.00,Natural Sciences Managers,coordination,0.6,0.6627906976744186,0.6251162790697674,92.15
60.0,55.0,4,17-2121.00,Marine Engineers and Naval Architects,coordination,0.6,0.6395348837209303,0.6158139534883721,92.15
60.0,55.0,5,29-1151.00,Nurse Anesthetists,coordination,0.6,0.6395348837209303,0.6158139534883721,92.15
60.0,55.0,5,29-1229.03,Urologists,coordination,0.6,0.6395348837209303,0.6158139534883721,92.15
60.0,54.0,4,27-2041.00,Music Directors and Composers,coordination,0.6,0.627906976744186,0.6111627906976744,92.15
60.0,54.0,5,29-1051.00,Pharmacists,coordination,0.6,0.627906976744186,0.6111627906976744,92.15
60.0,54.0,5,29-1081.00,Podiatrists,coordination,0.6,0.627906976744186,0.6111627906976744,92.15
60.0,54.0,4,17-2199.08,Robotics Engineers,coordination,0.6,0.627906976744186,0.6111627906976744,92.15
60.0,52.0,4,13-1075.00,Labor Relations Specialists,coordination,0.6,0.6046511627906976,0.6018604651162791,92.15
60.0,52.0,4,41-9031.00,Sales Engineers,coordination,0.6,0.6046511627906976,0.6018604651162791,92.15
60.0,52.0,4,11-3031.01,Treasurers and Controllers,coordination,0.6,0.6046511627906976,0.6018604651162791,92.15
60.0,50.0,5,29-1181.00,Audiologists,coordination,0.6,0.5813953488372093,0.5925581395348838,92.15
60.0,50.0,3,11-9171.00,Funeral Home Managers,coordination,0.6,0.5813953488372093,0.5925581395348838,92.15
60.0,50.0,5,29-1041.00,Optometrists,coordination,0.6,0.5813953488372093,0.5925581395348838,92.15
60.0,50.0,5,29-1221.00,"Pediatricians, General",coordination,0.6,0.5813953488372093,0.5925581395348838,92.15
60.0,48.0,4,15-2051.02,Clinical Data Managers,coordination,0.6,0.5581395348837209,0.5832558139534884,92.15
60.0,48.0,3,33-3051.04,Customs and Border Protection Officers,coordination,0.6,0.5581395348837209,0.5832558139534884,92.15
60.0,48.0,3,13-1041.04,Government Property Inspectors and Investigators,coordination,0.6,0.5581395348837209,0.5832558139534884,92.15
60.0,48.0,4,27-3023.00,"News Analysts, Reporters, and Journalists",coordination,0.6,0.5581395348837209,0.5832558139534884,92.15
60.0,46.0,4,25-2056.00,"Special Education Teachers, Elementary School",coordination,0.6,0.5348837209302325,0.573953488372093,92.15
60.0,46.0,3,29-9093.00,Surgical Assistants,coordination,0.6,0.5348837209302325,0.573953488372093,92.15
60.0,46.0,5,19-3022.00,Survey Researchers,coordination,0.6,0.5348837209302325,0.573953488372093,92.15
60.0,45.0,4,25-2023.00,"Career/Technical Education Teachers, Middle School",coordination,0.6,0.5232558139534884,0.5693023255813954,92.15
60.0,45.0,2,39-1013.00,First-Line Supervisors of Gambling Services Workers,coordination,0.6,0.5232558139534884,0.5693023255813954,92.15
60.0,45.0,4,27-3043.00,Writers and Authors,coordination,0.6,0.5232558139534884,0.5693023255813954,92.15
60.0,43.0,3,43-6011.00,Executive Secretaries and Executive Administrative Assistants,coordination,0.6,0.5,0.56,92.15
60.0,43.0,3,31-2012.00,Occupational Therapy Aides,coordination,0.6,0.5,0.56,92.15
60.0,43.0,3,29-1126.00,Respiratory Therapists,coordination,0.6,0.5,0.56,92.15
56.0,57.0,5,29-1071.00,Physician Assistants,coordination,0.56,0.6627906976744186,0.6011162790697675,92.15
56.0,55.0,2,47-2031.00,Carpenters,coordination,0.56,0.6395348837209303,0.5918139534883722,92.15
56.0,55.0,5,29-1213.00,Dermatologists,coordination,0.56,0.6395348837209303,0.5918139534883722,92.15
56.0,55.0,5,19-2041.02,Environmental Restoration Planners,coordination,0.56,0.6395348837209303,0.5918139534883722,92.15
56.0,54.0,3,27-4031.00,"Camera Operators, Television, Video, and Film",coordination,0.56,0.627906976744186,0.5871627906976744,92.15
56.0,54.0,3,53-5021.00,"Captains, Mates, and Pilots of Water Vessels",coordination,0.56,0.627906976744186,0.5871627906976744,92.15
56.0,54.0,2,47-3016.00,Helpers--Roofers,coordination,0.56,0.627906976744186,0.5871627906976744,92.15
56.0,54.0,5,29-1123.00,Physical Therapists,coordination,0.56,0.627906976744186,0.5871627906976744,92.15
56.0,54.0,2,47-4091.00,Segmental Pavers,coordination,0.56,0.627906976744186,0.5871627906976744,92.15
56.0,54.0,5,29-1127.00,Speech-Language Pathologists,coordination,0.56,0.627906976744186,0.5871627906976744,92.15
56.0,54.0,5,19-3051.00,Urban and Regional Planners,coordination,0.56,0.627906976744186,0.5871627906976744,92.15
56.0,52.0,2,31-1133.00,Psychiatric Aides,coordination,0.56,0.6046511627906976,0.5778604651162791,92.15
56.0,52.0,4,13-1161.01,Search Marketing Strategists,coordination,0.56,0.6046511627906976,0.5778604651162791,92.15
56.0,50.0,4,17-2011.00,Aerospace Engineers,coordination,0.56,0.5813953488372093,0.5685581395348838,92.15
56.0,50.0,3,53-2012.00,Commercial Pilots,coordination,0.56,0.5813953488372093,0.5685581395348838,92.15
56.0,50.0,2,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,coordination,0.56,0.5813953488372093,0.5685581395348838,92.15
56.0,50.0,5,29-1216.00,General Internal Medicine Physicians,coordination,0.56,0.5813953488372093,0.5685581395348838,92.15
56.0,50.0,4,13-1081.01,Logistics Engineers,coordination,0.56,0.5813953488372093,0.5685581395348838,92.15
56.0,50.0,5,29-1224.00,Radiologists,coordination,0.56,0.5813953488372093,0.5685581395348838,92.15
56.0,50.0,5,25-2051.00,"Special Education Teachers, Preschool",coordination,0.56,0.5813953488372093,0.5685581395348838,92.15
56.0,50.0,4,13-1199.05,Sustainability Specialists,coordination,0.56,0.5813953488372093,0.5685581395348838,92.15
56.0,48.0,4,11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,coordination,0.56,0.5581395348837209,0.5592558139534884,92.15
56.0,48.0,4,33-3031.00,Fish and Game Wardens,coordination,0.56,0.5581395348837209,0.5592558139534884,92.15
56.0,48.0,4,29-1129.02,Music Therapists,coordination,0.56,0.5581395348837209,0.5592558139534884,92.15
56.0,48.0,5,19-3039.02,Neuropsychologists,coordination,0.56,0.5581395348837209,0.5592558139534884,92.15
56.0,48.0,2,47-5012.00,"Rotary Drill Operators, Oil and Gas",coordination,0.56,0.5581395348837209,0.5592558139534884,92.15
56.0,48.0,4,27-2012.04,Talent Directors,coordination,0.56,0.5581395348837209,0.5592558139534884,92.15
56.0,48.0,2,33-9093.00,Transportation Security Screeners,coordination,0.56,0.5581395348837209,0.5592558139534884,92.15
56.0,46.0,4,13-2011.00,Accountants and Auditors,coordination,0.56,0.5348837209302325,0.549953488372093,92.15
56.0,46.0,5,25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",coordination,0.56,0.5348837209302325,0.549953488372093,92.15
56.0,46.0,5,29-1129.01,Art Therapists,coordination,0.56,0.5348837209302325,0.549953488372093,92.15
56.0,46.0,4,17-2071.00,Electrical Engineers,coordination,0.56,0.5348837209302325,0.549953488372093,92.15
56.0,46.0,4,17-3026.01,Nanotechnology Engineering Technologists and Technicians,coordination,0.56,0.5348837209302325,0.549953488372093,92.15
56.0,46.0,3,29-2033.00,Nuclear Medicine Technologists,coordination,0.56,0.5348837209302325,0.549953488372093,92.15
56.0,46.0,3,51-8011.00,Nuclear Power Reactor Operators,coordination,0.56,0.5348837209302325,0.549953488372093,92.15
56.0,46.0,5,29-2091.00,Orthotists and Prosthetists,coordination,0.56,0.5348837209302325,0.549953488372093,92.15
56.0,46.0,3,33-3052.00,Transit and Railroad Police,coordination,0.56,0.5348837209302325,0.549953488372093,92.15
56.0,46.0,4,11-9121.02,Water Resource Specialists,coordination,0.56,0.5348837209302325,0.549953488372093,92.15
56.0,45.0,5,25-1031.00,"Architecture Teachers, Postsecondary",coordination,0.56,0.5232558139534884,0.5453023255813954,92.15
56.0,45.0,4,13-1031.00,"Claims Adjusters, Examiners, and Investigators",coordination,0.56,0.5232558139534884,0.5453023255813954,92.15
56.0,45.0,3,49-9092.00,Commercial Divers,coordination,0.56,0.5232558139534884,0.5453023255813954,92.15
